,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
8869,8869,21815,8892,4,33288638,26138,385,romance,54007532,4,,,Mariana Zapata,2016.0,Wait for It,Wait for It,eng,4.22,18371,18415,1507,510,614,2317,5784,9190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8895,8895,28229,8918,4,15752757,26138,456,romance,21447897,6,,9780000000000.0,Kristen Ashley,2013.0,,"Rock Chick Revolution (Rock Chick, #8)",eng,4.46,19965,22087,1897,171,428,2010,6039,13439,https://images.gr-assets.com/books/1373384839m/15752757.jpg
8912,8912,11913,8935,2,9415951,26138,273,romance,13902945,40,316094617,9780000000000.0,Cat Patrick,2011.0,Forgotten,Forgotten,eng,3.79,14045,16681,2272,385,1420,4329,5718,4829,https://images.gr-assets.com/books/1327916264m/9415951.jpg
8918,8918,7412,8941,3,10801027,26138,300,romance,15714317,5,,1230000000000.0,Katie Klein,2011.0,Cross My Heart,"Cross My Heart (Cross My Heart, #1)",eng,3.92,17479,17964,837,350,984,4229,6607,5794,https://images.gr-assets.com/books/1327886049m/10801027.jpg
8919,8919,21399,8942,5,9403947,26138,362,romance,14287876,6,1599908441,9780000000000.0,Trish Doller,2012.0,Something Like Normal,Something like Normal,eng,3.81,15206,15769,1604,415,1124,4073,5517,4640,https://images.gr-assets.com/books/1336837143m/9403947.jpg
8929,8929,14404,8952,5,11784281,26138,379,romance,16736232,12,,,"Amy Lichtenhan, A.L. Jackson",2011.0,Pulled,"Take This Regret (Take This Regret, #1)",eng,4.06,19241,21622,1604,399,1040,3794,8052,8337,https://images.gr-assets.com/books/1347389725m/11784281.jpg
8932,8932,23189,8955,4,18071296,26138,341,romance,25370670,7,,,Belle Aurora,2013.0,Willing Captive,Willing Captive,eng,4.11,18854,18918,1774,483,859,2974,6428,8174,https://images.gr-assets.com/books/1371600310m/18071296.jpg
8943,8943,1525,8966,4,373606,26138,743,romance,2538,59,749935081,9780000000000.0,Susan Elizabeth Phillips,2004.0,Ain't She Sweet?,Ain't She Sweet,en-GB,4.05,15890,17843,1000,212,784,3617,6482,6748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8944,8944,35464,8967,4,21795430,26138,239,romance,41048988,33,1455559318,9780000000000.0,Jodi Ellen Malpas,2014.0,,"Promised (One Night, #1)",eng,4.14,16727,20224,1967,376,900,3265,6713,8970,https://images.gr-assets.com/books/1398092254m/21795430.jpg
8948,8948,10283,8971,5,21873331,26138,22,romance,41164642,5,147515025,9780000000000.0,Gayle Forman,2014.0,,"If I Stay Collection (If I Stay, #1-2)",eng,4.24,7823,8428,509,136,312,1245,2462,4273,https://images.gr-assets.com/books/1441837844m/21873331.jpg
8968,8968,29978,8991,5,18110808,26138,227,romance,25435355,9,,,Tijan,2013.0,,"Fallen Crest Public (Fallen Crest High, #3)",eng,4.47,15319,17978,1029,96,274,1570,5123,10915,https://images.gr-assets.com/books/1383257344m/18110808.jpg
8970,8970,14342,8993,4,9757266,26138,109,romance,14646564,7,144241314X,9780000000000.0,Lauren Barnholdt,2011.0,,Sometimes It Happens,en-US,3.85,11911,12156,561,287,960,3113,3698,4098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8986,8986,30908,9009,4,13580846,26138,194,romance,19165758,14,,,"Ali Novak, Fallzswimmer",2012.0,My Life with the Walter Boys,My Life with the Walter Boys (My Life with the Walter Boys #1),eng,3.93,13515,15051,1509,385,1002,3293,4963,5408,https://images.gr-assets.com/books/1486398662m/13580846.jpg
8987,8987,1948,9010,4,71869,1691,42,action,79755,45,439858038,9780000000000.0,John Marsden,1997.0,Burning For Revenge,"Burning For Revenge (Tomorrow, #5)",eng,4.18,11616,12913,275,44,284,2175,5207,5203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9004,9004,23854,9027,5,20603820,26138,582,romance,28204900,9,,,Kristen Ashley,2014.0,The Will,"The Will (Magdalene, #1)",eng,4.3,11969,22347,2562,437,762,2517,6618,12013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9007,9007,19727,9030,5,12583975,26138,435,romance,17594985,13,,,Melody Anne,2011.0,The Billionaire Wins the Game,"The Billionaire Wins the Game (Billionaire Bachelors, #1)",eng,3.93,11562,17585,874,447,1078,3968,5899,6193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9008,9008,7432,9031,4,10378106,26138,550,romance,15281561,24,345519515,9780000000000.0,Maya Banks,2011.0,Never Love a Highlander,"Never Love a Highlander (McCabe Trilogy, #3)",eng,4.25,17359,18777,1051,129,475,2781,6587,8805,https://images.gr-assets.com/books/1348707357m/10378106.jpg
9012,9012,18472,9035,1,15762975,26138,384,romance,21464713,12,,,Katee Robert,2012.0,"Wrong Bed, Right Guy","Wrong Bed, Right Guy (Come Undone, #1)",eng,3.77,17710,18475,962,370,1231,5256,7087,4531,https://images.gr-assets.com/books/1345817565m/15762975.jpg
9018,9018,30801,9041,5,16114862,26138,53,romance,21932121,15,,9780000000000.0,Madeline Sheehan,2013.0,,"Unattainable (Undeniable, #3)",eng,4.31,18690,20377,1779,191,479,2617,6546,10544,https://images.gr-assets.com/books/1366984625m/16114862.jpg
9023,9023,22271,9046,3,12710035,26138,426,romance,17843529,15,1402245858,9780000000000.0,Olivia Cunning,2013.0,Hot Ticket,"Hot Ticket (Sinners on Tour, #3)",eng,4.28,20891,22197,1386,139,510,3031,7867,10650,https://images.gr-assets.com/books/1348005153m/12710035.jpg
9043,9043,6675,9066,3,38529,26138,402,romance,38291,25,60774126,9780000000000.0,Lynsay Sands,2007.0,Bite Me If You Can,Bite Me If You Can (Argeneau #6),en-US,4.27,16680,17732,461,83,408,2739,5965,8537,https://images.gr-assets.com/books/1351280801m/38529.jpg
9057,9057,5440,9080,3,227492,26138,19,romance,324932,9,451201027,9780000000000.0,Eric Jerome Dickey,1997.0,Friends and Lovers,Friends and Lovers,eng,4.21,8944,9107,125,45,258,1645,2977,4182,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9063,9063,2422,9086,5,74270,26138,90,romance,2495,22,553575422,9780000000000.0,Lynn Flewelling,1996.0,Luck in the Shadows,"Luck in the Shadows (Nightrunner, #1)",eng,4.08,13781,14706,791,257,636,2589,5368,5856,https://images.gr-assets.com/books/1486846979m/74270.jpg
9076,9076,31496,9099,4,18781540,26138,342,romance,26694375,13,,9780000000000.0,Aurora Rose Reynolds,2014.0,,"Until Lilly (Until, #3)",eng,4.3,20825,23435,1393,196,500,2927,8318,11494,https://images.gr-assets.com/books/1390784751m/18781540.jpg
9078,9078,25465,9101,4,13649056,26138,352,romance,19268425,3,,2940000000000.0,Olivia Cunning,2012.0,Try Me,"Try Me (One Night with Sole Regret, #1)",eng,3.87,21524,22299,1167,391,1356,5670,8147,6735,https://images.gr-assets.com/books/1347142317m/13649056.jpg
9082,9082,30003,9105,3,16279715,26138,309,romance,22380673,24,,9780000000000.0,Kim Karr,2013.0,Connected,"Connected (Connections, #1)",eng,4.11,10379,19576,2169,480,891,3004,6803,8398,https://images.gr-assets.com/books/1362012971m/16279715.jpg
9085,9085,15076,9108,4,17504320,26138,435,romance,17954144,14,,,Toni Aleo,2011.0,,"Taking Shots (Assassins, #1)",eng,3.95,11676,19561,1470,924,1219,3488,6290,7640,https://images.gr-assets.com/books/1362421812m/17504320.jpg
9086,9086,40198,9109,3,22857396,26138,357,romance,41347747,9,,,J.  Daniels,2014.0,Sweet Addiction,"Sweet Addiction (Sweet Addiction, #1)",eng,4.11,10294,17613,1625,346,794,2768,6401,7304,https://images.gr-assets.com/books/1407086989m/22857396.jpg
9108,9108,38535,9131,4,18161265,26138,244,romance,25521824,48,000735049X,9780000000000.0,Cecelia Ahern,2014.0,How to Fall in Love,How to Fall in Love,eng,4.02,9486,13026,1369,191,598,2694,4856,4687,https://images.gr-assets.com/books/1373279911m/18161265.jpg
9109,9109,245,9132,4,129618,26138,596,romance,726849,43,552143545,9780000000000.0,Judith McNaught,1994.0,Until You,"Until You (Westmoreland, #3)",en-US,4.12,14256,15950,527,132,636,2941,5681,6560,https://images.gr-assets.com/books/1354435714m/129618.jpg
9136,9136,5225,9159,4,60220,26138,604,romance,58584,26,380790076,9780000000000.0,Rachel Gibson,1998.0,Simply Irresistible,"Simply Irresistible (Chinooks Hockey Team, #1)",eng,3.86,16945,18453,658,429,981,4618,7173,5252,https://images.gr-assets.com/books/1170538816m/60220.jpg
9137,9137,10320,9160,3,11235783,26138,820,romance,16161897,24,425246957,9780000000000.0,Julie James,2012.0,About That Night,"About That Night (FBI/US Attorney, #3)",eng,4.07,18193,19359,1201,105,605,3830,8177,6642,https://images.gr-assets.com/books/1342553249m/11235783.jpg
9138,9138,3251,9161,4,1087205,26138,110,romance,2902199,16,1421500620,9780000000000.0,Bisco Hatori,2004.0,桜蘭高校ホスト部 3,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",eng,4.44,12788,12913,179,92,209,1445,3337,7830,https://images.gr-assets.com/books/1393731667m/1087205.jpg
9142,9142,8052,9166,4,6953500,26138,446,romance,7188482,33,006173506X,9780000000000.0,Meg Cabot,2010.0,Insatiable,"Insatiable (Insatiable, #1)",eng,3.44,18463,20151,2290,992,2688,6597,6224,3650,https://images.gr-assets.com/books/1479654144m/6953500.jpg
9143,9143,33459,9167,4,22600903,26138,76,romance,41391574,12,,,J.  Daniels,2014.0,Where I Belong,"Where I Belong (Alabama Summer, #1)",eng,4.05,13110,19328,1508,432,895,3527,6922,7552,https://images.gr-assets.com/books/1404019520m/22600903.jpg
9144,9144,2274,9168,5,366337,26138,184,romance,4083757,54,778324516,9780000000000.0,Debbie Macomber,2007.0,Back on Blossom Street,"Back on Blossom Street (Blossom Street, #4)",eng,4.14,11757,12953,668,69,335,2476,4866,5207,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9147,9147,203,9171,4,33729,26138,694,romance,726930,38,312932782,9780000000000.0,Jennifer Crusie,2002.0,Faking It ,"Faking It (Dempseys, #2)",eng,3.9,15216,16386,737,222,908,4193,5978,5085,https://images.gr-assets.com/books/1311973997m/33729.jpg
9153,9153,5625,9177,3,5556595,26138,113,romance,5727718,45,7245823,9780000000000.0,Isabel Wolff,2009.0,A Vintage Affair,A Vintage Affair,en-GB,3.8,11104,13877,1892,148,764,3963,5863,3139,https://images.gr-assets.com/books/1327878847m/5556595.jpg
9164,9164,885,9188,4,393060,26138,32,romance,953226,51,61187844,9780000000000.0,Lionel Shriver,2007.0,The Post-Birthday World ,The Post-Birthday World,eng,3.52,10415,11618,1758,648,1334,3315,3986,2335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9169,9169,182,9193,4,697210,26138,30,romance,683528,30,61128643,9780000000000.0,Jacqueline Sheehan,2007.0,Lost & Found,"Lost & Found (Rocky Pelligrino, #1)",eng,3.71,9474,10777,1216,194,846,3261,4049,2427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9177,9177,3797,9201,3,38548,26138,484,romance,38310,37,505525534,9780000000000.0,Lynsay Sands,2004.0,Love Bites,Love Bites (Argeneau #2),eng,4.12,17118,19269,662,167,683,3809,6659,7951,https://images.gr-assets.com/books/1354343261m/38548.jpg
9183,9183,18172,9207,4,13132816,26138,449,romance,18309264,18,,,Robin Benway,2015.0,Emmy & Oliver,Emmy & Oliver,eng,3.91,13260,14587,2284,281,718,3410,5811,4367,https://images.gr-assets.com/books/1414589813m/13132816.jpg
9218,9218,29829,9242,5,16029994,26138,697,romance,21799599,20,1479359084,9780000000000.0,Karina Halle,2013.0,Sins & Needles,"Sins & Needles (The Artists Trilogy, #1)",eng,3.98,18391,20756,2629,650,1150,3759,7535,7662,https://images.gr-assets.com/books/1347859611m/16029994.jpg
9227,9227,340,9251,2,152402,26138,72,romance,2643917,29,743482867,9780000000000.0,Jackie Collins,1985.0,Lucky,"Lucky (Lucky Santangelo, #2)",en-US,4.08,9994,10907,235,149,495,2240,3432,4591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9232,9232,21835,9256,2,16762211,26138,210,romance,23013398,6,1481268503,9780000000000.0,Cheryl McIntyre,2012.0,Sometimes Never,"Sometimes Never (Sometimes Never, #1)",eng,3.94,15306,16854,785,327,879,3664,6572,5412,https://images.gr-assets.com/books/1361989778m/16762211.jpg
9234,9234,14977,9258,3,12710106,26138,424,romance,17843610,12,1402271514,9780000000000.0,Olivia Cunning,2012.0,Double Time,"Double Time (Sinners on Tour, #5)",en-US,4.14,20484,22130,1507,321,945,3759,7360,9745,https://images.gr-assets.com/books/1352579615m/12710106.jpg
9245,9245,35660,9269,5,18080889,26138,331,romance,25389285,19,,,Vi Keeland,2013.0,Worth the Fight,"Worth the Fight (MMA Fighter, #1)",eng,4.06,20451,20571,1436,294,763,3810,8335,7369,https://images.gr-assets.com/books/1376730892m/18080889.jpg
9247,9247,7504,9271,3,6433344,26138,264,romance,6622835,7,800733428,9780000000000.0,Janice  Thompson,2009.0,"Fools Rush In (Weddings by Bella, #1)","Fools Rush In (Weddings by Bella, #1)",en-US,3.59,8692,11535,923,605,1289,3349,3302,2990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9260,9260,19749,9284,4,4800764,26138,305,romance,4865877,19,425227707,9780000000000.0,Maya Banks,2009.0,"Sweet Persuasion (Sweet Series, #2)","Sweet Persuasion (Sweet, #2)",eng,4.09,16437,17668,671,255,843,3246,6041,7283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9269,9269,48640,9293,5,23214408,26138,104,romance,42756714,22,1501106406,9780000000000.0,Anna Todd,2015.0,After Ever Happy,"After Ever Happy (After, #4)",en-US,4.08,12671,15124,1073,565,943,2339,4093,7184,https://images.gr-assets.com/books/1417454456m/23214408.jpg
9277,9277,872,9301,3,11429,26138,35,romance,13886,19,031024756X,9780000000000.0,Karen Kingsbury,2006.0,Ever After,"Ever After (Lost Love, #2)",en-US,4.31,9685,9949,357,118,318,1303,2811,5399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9292,9292,1525,9316,3,426030,26138,91,romance,415088,13,1414310609,9780000000000.0,Dee Henderson,2002.0,The Healer,The Healer (O'Malley #5),eng,4.4,11245,11831,260,43,176,1428,3516,6668,https://images.gr-assets.com/books/1406510508m/426030.jpg
9294,9294,1525,9318,3,359461,26138,116,romance,349583,17,1414310579,9780000000000.0,Dee Henderson,2001.0,The Guardian,The Guardian (O'Malley #2),eng,4.4,11474,12163,348,34,165,1423,3762,6779,https://images.gr-assets.com/books/1406514522m/359461.jpg
9295,9295,7241,9319,5,8163161,26138,77,romance,7051029,11,1421536706,9780000000000.0,Bisco Hatori,2009.0,桜蘭高校ホスト部 15,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",eng,4.54,10743,10823,92,75,167,947,2233,7401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9302,9302,49349,9326,3,28262024,26138,500,romance,48302181,20,1533344345,9780000000000.0,Elle Kennedy,2016.0,,"The Goal (Off-Campus, #4)",eng,4.05,14560,17981,2126,166,698,3503,7282,6332,https://images.gr-assets.com/books/1477069102m/28262024.jpg
9304,9304,16990,9328,2,11913681,26138,156,romance,16873088,9,,,Shana Norris,2011.0,,"The Boyfriend Thief (Stolen Kiss, #1)",eng,3.74,12080,12522,579,323,1078,3814,3627,3680,https://images.gr-assets.com/books/1395613458m/11913681.jpg
9315,9315,2092,9339,5,595822,26138,95,romance,582516,20,1414310595,9780000000000.0,Dee Henderson,2001.0,,The Protector (O'Malley #4),eng,4.38,10704,11299,216,32,171,1440,3523,6133,https://images.gr-assets.com/books/1406506767m/595822.jpg
9316,9316,827,9340,4,25893582,26138,348,romance,43223043,33,553535641,9780000000000.0,Julie Buxbaum,2016.0,Tell Me Three Things,Tell Me Three Things,eng,4.1,15565,18097,3127,218,573,3140,7359,6807,https://images.gr-assets.com/books/1448596179m/25893582.jpg
9317,9317,1457,9341,3,561403,26138,52,romance,1744923,24,316011851,9780000000000.0,Cecily von Ziegesar,2005.0,"The It Girl (It Girl, Book 1)","The It Girl (It Girl, #1)",eng,3.66,11929,12276,416,484,1215,3672,3547,3358,https://images.gr-assets.com/books/1344263385m/561403.jpg
9318,9318,1813,9342,4,263149,26138,429,romance,255087,37,505525526,9780000000000.0,Lynsay Sands,2003.0,Single White Vampire,Single White Vampire (Argeneau #3),eng,4.16,16618,18616,696,159,602,3365,6388,8102,https://images.gr-assets.com/books/1354343077m/263149.jpg
9322,9322,11743,9346,4,8437379,26138,690,romance,13300953,30,61351520,9780000000000.0,Susan Elizabeth Phillips,2010.0,Call Me Irresistible,"Call Me Irresistible (Wynette, Texas #5)",eng,4.07,15449,17558,1327,160,661,3445,6836,6456,https://images.gr-assets.com/books/1327880626m/8437379.jpg
9327,9327,29954,9351,5,17973653,26138,435,romance,25197486,13,,,Elle Casey,2013.0,Shine Not Burn,"Shine Not Burn (Shine Not Burn, #1)",eng,4.07,14739,19553,1873,318,812,3343,7807,7273,https://images.gr-assets.com/books/1369392331m/17973653.jpg
9334,9334,2615,9358,4,72623,26138,407,romance,70297,42,671019759,9780000000000.0,Linda Howard,1994.0,Dream Man,Dream Man,eng,4.04,14604,15373,504,201,674,3219,5478,5801,https://images.gr-assets.com/books/1349066255m/72623.jpg
9339,9339,15,9363,4,31334,26138,81,romance,1006203,15,425176657,9780000000000.0,"Anne Rice, Anne Rampling",1986.0,Belinda,Belinda,en-US,3.6,10018,12053,290,565,1467,3507,3187,3327,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9340,9340,11245,9364,4,8449698,26138,1138,romance,13313623,30,62021273,9780000000000.0,Eloisa James,2011.0,When Beauty Tamed the Beast,"When Beauty Tamed the Beast (Fairy Tales, #2)",eng,4.06,16245,18119,1627,206,706,3524,7015,6668,https://images.gr-assets.com/books/1282320694m/8449698.jpg
9342,9342,4947,9366,4,107781,26138,565,romance,2643640,51,671702505,9780000000000.0,Julie Garwood,1991.0,The Gift,"The Gift (Crown's Spies, #3)",eng,4.17,13977,15027,420,122,490,2783,4969,6663,https://images.gr-assets.com/books/1329160736m/107781.jpg
9346,9346,14461,9370,3,10295484,26138,254,romance,15197369,6,,,Cindy C. Bennett,2010.0,Heart on a Chain,Heart on a Chain,en-GB,4.04,16007,16339,1003,455,878,2906,5429,6671,https://images.gr-assets.com/books/1326962009m/10295484.jpg
9353,9353,10129,9377,4,7828781,26138,407,romance,10885390,18,425238199,9780000000000.0,Maya Banks,2010.0,No Place to Run,"No Place to Run (KGI, #2)",eng,4.29,16649,17974,804,82,364,2378,6569,8581,https://images.gr-assets.com/books/1390878373m/7828781.jpg
9356,9356,12445,9380,4,11738128,26138,959,romance,16687336,28,62049879,9780000000000.0,Tessa Dare,2012.0,A Week to Be Wicked,"A Week to Be Wicked (Spindle Cove, #2)",eng,4.12,14615,16273,1381,176,561,2896,6130,6510,https://images.gr-assets.com/books/1321335382m/11738128.jpg
9362,9362,27273,9387,4,17254035,26138,586,romance,23845708,12,62279874,9780000000000.0,Sophie Jordan,2013.0,Foreplay,"Foreplay (The Ivy Chronicles, #1)",eng,3.94,14461,15668,1491,298,795,3385,6232,4958,https://images.gr-assets.com/books/1367338814m/17254035.jpg
9369,9369,16189,9394,5,12021559,26138,206,romance,16796680,9,1935089447,9780000000000.0,Chelsea Fine,2011.0,Sophie & Carter,Sophie & Carter,eng,3.83,11849,13418,772,356,1114,3390,4184,4374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9370,9370,619,9395,3,38703,26138,31,romance,575142,43,385733143,9780000000000.0,Louis Sachar,2006.0,Small Steps,"Small Steps (Holes, #2)",eng,3.69,11837,13095,1387,267,1177,4066,4471,3114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9377,9377,137,9402,4,17478,1691,13,action,6478850,81,340796189,9780000000000.0,Enid Blyton,1942.0,Five Go to Smuggler's Top,"Five Go to Smuggler's Top (Famous Five, #4)",eng,4.03,10441,12094,196,86,456,2939,4192,4421,https://images.gr-assets.com/books/1408924745m/17478.jpg
9379,9379,1725,9404,2,74997,1691,122,action,1075923,79,340796170,9780000000000.0,Enid Blyton,1944.0,Five Run Away Together,"Five Run Away Together (Famous Five, #3)",en-US,4.03,10698,12064,226,88,462,2928,4128,4458,https://images.gr-assets.com/books/1319213384m/74997.jpg
